title,url,summary,image_url,publish_time,category
Khác gì khi chơi game trên màn hình 480 Hz,https://znews.vn/khac-gi-khi-choi-game-tren-man-hinh-480-hz-post1533021.html,"Tốc độ quét màn hình tăng gấp nhiều lần trong vài năm gần đây. Hiện tại đã có sản phẩm hỗ trợ đến 480 Hz, vượt xa mức 60 Hz phổ thông.",https://photo.znews.vn/Uploaded/ygtmvd/2025_02_16/LG_znews_xs_57.jpg,15 giờ trước,Công nghệ
"App Pi Network sập, nhiều người hoảng loạn",https://znews.vn/app-pi-network-sap-nhieu-nguoi-hoang-loan-post1532985.html,"App Pi Network gặp sự cố kỹ thuật đúng ngày ""mainnet"". Nhiều người dùng không thể truy cập, đăng nhập.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_20/3_Reasons_Why_Pi_Coin_Can_Crash_After_Pi_Mainnet_Launch_png.jpg,18 giờ trước,Công nghệ
Microsoft tuyên bố đột phá chưa từng có về máy tính lượng tử,https://znews.vn/microsoft-tuyen-bo-dot-pha-chua-tung-co-ve-may-tinh-luong-tu-post1532897.html,Các nhà nghiên cứu của Microsoft cho biết bước tiến này sẽ là nền tảng cho những chiếc máy tính lượng tử mạnh mẽ hơn bất kỳ thứ nào mà thế giới từng thấy.,https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_20/tai_xuong_2025_02_20T091005.556.jpeg,19 giờ trước,Công nghệ
Cuối cùng Apple cũng tạm biệt cổng Lightning,https://znews.vn/cuoi-cung-apple-cung-tam-biet-cong-lightning-post1532886.html,"Sau màn ra mắt phiên bản giá rẻ của iPhone 16, Apple cũng ngừng sản xuất với iPhone 14, iPhone 14 Plus và iPhone SE, 2 mẫu iPhone cuối cùng được trang bị cổng Lightning.",https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_20/tai_xuong_2025_02_20T080833.707.jpeg,22 giờ trước,Công nghệ
Bí quyết thuyết trình của CEO công ty nắm giữ 'đũa thần công nghệ',https://znews.vn/bi-quyet-thuyet-trinh-cua-ceo-cong-ty-nam-giu-dua-than-cong-nghe-post1530565.html,"Theo CEO của ASML, nhà cung cấp lớn nhất thế giới trong ngành máy in thạch bản, việc hít vào và thở ra sẽ đóng vai trò quan trọng khi bắt đầu bài thuyết trình.",https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_10/tai_xuong_81_.jpeg,06:58 20/2/2025,Công nghệ
Bill Gates cảnh báo hàng triệu người sẽ chết vì quyết định từ DOGE,https://znews.vn/bill-gates-canh-bao-hang-trieu-nguoi-se-chet-vi-quyet-dinh-tu-doge-post1532606.html,Bill Gates cho rằng quyết định đóng cửa USAID của Ban Hiệu suất Chính phủ Mỹ (DOGE) do Elon Musk đứng đầu sẽ gây ra vấn đề về kinh tế và an sinh xã hội.,https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_19/tai_xuong_2025_02_19T092657.901.jpeg,06:30 20/2/2025,Công nghệ
Apple sắp giới thiệu mẫu iPhone quan trọng,https://znews.vn/apple-sap-gioi-thieu-mau-iphone-quan-trong-post1532591.html,"Chiếc điện thoại nhỏ gọn của Apple hướng đến phân khúc người dùng chú trọng giá cả hơn là các tính năng khác như camera, thời lượng pin, AI.",https://photo.znews.vn/Uploaded/pqmcbzwv/2025_02_19/iPhone_14_iPhone_SE_4.jpg,20:26 19/2/2025,Mobile
Nokia sắp đưa 4G lên Mặt Trăng,https://znews.vn/nokia-sap-dua-4g-len-mat-trang-post1532599.html,"Nokia chuẩn bị đưa mạng di động 4G lên Mặt Trăng nhờ sự giúp sức của công nghệ chống bức xạ, có khả năng kết nối và truyền dữ liệu giữa nhiều phương tiện.",https://photo.znews.vn/Uploaded/ovhunst/2025_02_19/mapp_rover_remotely_operated_over_lte_network_copy.jpg,19:06 19/2/2025,Công nghệ
"Robot hút bụi có thể chui gầm giường, tự châm nước lau sàn",https://znews.vn/robot-hut-bui-co-the-chui-gam-giuong-tu-cham-nuoc-lau-san-post1532666.html,"Nhờ chiều cao chỉ ở mức 8,1 cm, mẫu T50 của Ecovacs có thể tiếp cận gầm giường hoặc chân tủ, những nơi khó làm sạch với robot hút bụi thông thường.",https://photo.znews.vn/Uploaded/sfrsm/2025_02_19/Ecovacs_T50_Pro_11.jpg,17:19 19/2/2025,Công nghệ
Thiết bị AI từng đe dọa iPhone vừa bị 'khai tử',https://znews.vn/thiet-bi-ai-de-doa-iphone-sap-thanh-cuc-gach-post1532645.html,"Chưa đầy một năm sau khi ra mắt, Humane AI Pin sẽ ngừng hoạt động khi công ty bị HP thâu tóm.",https://photo.znews.vn/Uploaded/yqdlcqrwq/2025_02_19/06719022025.jpg,16:46 19/2/2025,Mobile
Elon Musk lần đầu gọi vốn cho X,https://znews.vn/elon-musk-lan-dau-goi-von-cho-x-post1532759.html,Đây là vòng gọi vốn đầu tiên kể từ khi Musk tư nhân hóa Twitter. Mức định giá đúng bằng số tiền ông đã chi để mua lại công ty vào năm 2022.,https://photo.znews.vn/Uploaded/spluaaa/2025_02_19/3FOQJAYYAZG67EDBTJX3COJKOQ_jpg.jpg,16:09 19/2/2025,Công nghệ
Sạc của iPhone 17 có thể gây thất vọng,https://znews.vn/sac-cua-iphone-17-co-the-gay-that-vong-post1532613.html,Các nguồn tin mới nhất cho thấy dường như không có sự cải thiện đáng kể nào về tốc độ sạc có dây đối với toàn bộ dòng iPhone 17.,https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_19/tai_xuong_2025_02_19T094252.470.jpeg,11:48 19/2/2025,Công nghệ
Cái kết của cha đẻ game 'Pokémon Go',https://znews.vn/cai-ket-cua-cha-de-game-pokemon-go-post1532624.html,"Từng là hiện tượng một thời, Pokémon Go và nhiều game khác của Niantic có thể sẽ vào tay một ông lớn khác.",https://photo.znews.vn/Uploaded/wqjccdxwp/2025_02_19/Pokemon_Go.jpg,10:16 19/2/2025,Công nghệ
CEO 9X duy nhất ngồi ‘ghế danh dự’ trước mặt ông Tập Cận Bình,https://znews.vn/ceo-9x-duy-nhat-ngoi-ghe-danh-du-truoc-mat-ong-tap-can-binh-post1532551.html,"Chỉ với 9 năm tuổi đời, Unitree đã có thể ngồi ngang hàng với loạt gã khổng lồ công nghệ Huawei, BYD của Trung Quốc và là một trong 6 “con rồng” khởi nghiệp của Hàng Châu.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_18/b13a32ad98b4fbe140ad14137f2c1e70.jpg,07:45 19/2/2025,Công nghệ
Thiết kế siêu mỏng của iPhone 17 Air lộ diện,https://znews.vn/thiet-ke-sieu-mong-cua-iphone-17-air-lo-dien-post1532519.html,"Ảnh dựng (render) được cho là của iPhone 17 Air tiết lộ thiết kế siêu mỏng với độ dày chỉ 5,5 mm ở điểm mỏng nhất.",https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_18/Screenshot_2025_02_18_170036.png,07:01 19/2/2025,Công nghệ
Dự án cáp quang dài nhất thế giới của Meta có gì?,https://znews.vn/du-an-cap-quang-ti-usd-cua-meta-co-gi-post1532565.html,"Meta đang lên kế hoạch thực hiện dự án cáp ngầm trải khắp toàn cầu trị giá hàng tỷ USD, dài khoảng 50.000 km và kết nối đến 5 châu lục.",https://photo.znews.vn/Uploaded/ovhunst/2025_02_18/KI_36bacimage_story_1.jpg,06:26 19/2/2025,Công nghệ
"Huawei bán máy gập 3 ngoài Trung Quốc, giá 3.500 euro",https://znews.vn/huawei-ban-may-gap-3-ngoai-trung-quoc-gia-3500-euro-post1532467.html,"Dòng Huawei Mate XT được ra mắt toàn cầu tại một sự kiện tại Malaysia, nửa năm sau khi bán ra ở Trung Quốc.",https://photo.znews.vn/Uploaded/ygtmvd/2025_02_18/HW1.jpg,20:20 18/2/2025,Mobile
Zalo dành giải thưởng quốc tế Sensor Tower APAC Awards 2024,https://znews.vn/zalo-danh-giai-thuong-quoc-te-sensor-tower-apac-awards-2024-post1532506.html,Giải thưởng tôn vinh nhà phát hành ứng dụng và game có sức ảnh hưởng lớn Sensor Tower APAC Awards mới đây đã công bố Zalo là Ứng dụng nhắn tin đa chức năng xuất sắc nhất năm 2024.,https://photo.znews.vn/Uploaded/lce_qjdql/2025_02_18/Zalo_00.jpg,19:33 18/2/2025,Công nghệ
"'Đốt' số tiền 1,6 triệu USD để tố công ty 'tẩy não' nhân viên",https://znews.vn/dot-so-tien-1-6-trieu-usd-de-to-cong-ty-tay-nao-nhan-vien-post1532393.html,"Một người dùng Trung Quốc tên là Hu Lezhi đã ""đốt"" hơn 600 ETH trị giá 1,6 triệu USD để cáo buộc giám đốc của quỹ Kuande Investments sử dụng vũ khí máy tính để đàn áp nhân viên.",https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_18/tai_xuong_2025_02_18T091618.234.jpeg,19:32 18/2/2025,Công nghệ
"Máy chơi game quá nóng, người dùng trang bị riêng một bộ máy lạnh",https://znews.vn/may-choi-game-qua-nong-nguoi-dung-trang-bi-rieng-mot-bo-may-lanh-post1532357.html,Một YouTuber người Trung Quốc gây sốc với ý tưởng dùng máy lạnh làm mát máy tính chơi game.,https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_17/tai_xuong_2025_02_17T233833.391.jpeg,17:23 18/2/2025,Công nghệ
"Bật chế độ tiết kiệm pin trên iPhone, người dùng phải đánh đổi gì?",https://znews.vn/che-do-tiet-kiem-pin-se-lam-iphone-chay-cham-post1532397.html,"Khi bật chế độ nguồn điện thấp, hiệu năng của iPhone bị giảm đi gần một nửa. Thiết bị sẽ chỉ hoạt động với khoảng 50% hiệu năng tối đa.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_18/NextPit_Apple_iPhone_13_engergy_save_jpg.jpg,16:20 18/2/2025,Mobile
Chân robot giúp lên đỉnh hút khách tại Trung Quốc,https://znews.vn/du-khach-trung-quoc-thue-chan-robot-de-leo-nui-post1532412.html,"Khi được hỏi về cảm giác sử dụng bộ xương trợ lực tích hợp AI, người dùng nói mình như thể đang trở thành một ""con rối"", do cỗ máy làm gần như toàn bộ công việc để leo tới đỉnh núi.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_18/Screen_Shot_2022_10_13_at_8.40.35_AM_png.jpg,14:27 18/2/2025,Công nghệ
Jack Ma không ngồi ghế trung tâm trong cuộc gặp Chủ tịch Trung Quốc,https://znews.vn/nhung-ceo-cong-nghe-nao-vua-gap-chu-tich-trung-quoc-post1532444.html,"Nhậm Chính Phi (Huawei) và Vương Hưng Hưng (Unitree) là những doanh nhân công nghệ ngồi ở vị trí trung tâm, đối diện trong cuộc gặp với Chủ tịch Trung Quốc Tập Cận Bình.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_18/unnamed_file_from_dims.apnews.com.jpg.jpg,12:13 18/2/2025,Công nghệ
Binance hỏi ý kiến người dùng để niêm yết Pi Network,https://znews.vn/binance-hoi-y-kien-nguoi-dung-de-niem-yet-pi-network-post1532391.html,"Binance tiếp bước OKX, tham khảo ý kiến cộng đồng về việc giao dịch Pi Network. Tuy nhiên, sàn giao dịch này tỏ ra thận trọng hơn.",https://photo.znews.vn/Uploaded/ygtmvd/2025_02_18/Pi_Network_News_Will_Binance_Lis.jpg,09:15 18/2/2025,Công nghệ
Cách AI trên Oppo Reno13 Series giúp cuộc sống Gen Z đơn giản hơn,https://znews.vn/cach-ai-tren-oppo-reno13-series-giup-cuoc-song-gen-z-don-gian-hon-post1531252.html,"Biết cách tận dụng tính năng ghi chú thông minh, chỉnh sửa hình ảnh AI... trên Reno13 Series, Gen Z có thêm công cụ đắc lực giúp nâng cao hiệu suất công việc, thỏa sức sáng tạo.",https://photo.znews.vn/Uploaded/wyhktpu/2025_02_13/Thumb_1.jpg,09:00 18/2/2025,Công nghệ
"Nơi Samsung vẫn đứng đầu, tăng trưởng",https://znews.vn/noi-samsung-van-dung-dau-post1532262.html,"Năm 2024, Samsung dẫn đầu thị trường smartphone Trung Đông với thị phần vượt trội nhiều đối thủ (30%).",https://photo.znews.vn/Uploaded/yqdlcqrwq/2025_02_17/06117022025.jpg,08:04 18/2/2025,Mobile
Máy chơi game dưới hình dạng Nokia N97,https://znews.vn/tuong-dai-nokia-n97-tai-sinh-duoi-dang-may-choi-game-post1532228.html,"Một công ty Trung Quốc vừa giới thiệu máy chơi game, sử dụng kiểu dáng quen thuộc của Nokia N97, ""huyền thoại"" một thời của Nokia.",https://photo.znews.vn/Uploaded/ovhunst/2025_02_17/2025_02_15_image_5_1739678965116_17396789658511939483401.jpg,07:30 18/2/2025,Mobile
Có thể sẽ không bao giờ có iPhone SE 4,https://znews.vn/co-the-se-khong-bao-gio-co-iphone-se-4-post1532353.html,Ra mắt với một cái tên mới như iPhone 16E sẽ phản ánh chính xác hơn bản chất của thiết bị: một chiếc iPhone giá rẻ nhưng có hiệu năng vượt trội so với iPhone 14 và iPhone 15.,https://photo.znews.vn/Uploaded/spluaaa/2025_02_17/iphone_SE_4_new_info_dummies_header_jpg.jpg,06:54 18/2/2025,Mobile
Thấy gì khi Chủ tịch Trung Quốc gặp Jack Ma,https://znews.vn/thay-gi-khi-chu-tich-trung-quoc-tap-can-binh-gap-jack-ma-post1532247.html,"Ngoài Jack Ma, tham gia cuộc gặp đều là những nhân vật chủ chốt trong tham vọng của Trung Quốc nhằm giảm sự phụ thuộc vào công nghệ Mỹ, phục hồi nền kinh tế thứ 2 thế giới.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_17/https_cms_image_bucket_production_ap_northeast_1_a7d2.s3.ap_northeast_1.amazonaws.com_images_4_1_4_5_43965414_5_eng_GB_IMG_5921_20_jpg.jpg,19:23 17/2/2025,Công nghệ
"Mặt hàng gia dụng đang 'cháy hàng', hãng sản xuất không kịp bán",https://znews.vn/may-hut-am-dat-khach-dip-dau-nam-post1531232.html,"Các mặt hàng ""chống ẩm"" thời điểm này có sức tiêu thụ tốt, trở thành giải pháp được người dùng săn đón ngày nồm ẩm, ô nhiễm không khí.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_13/1_zing_jpg.jpg,17:47 17/2/2025,Công nghệ
Tổng thống Argentina vướng bê bối quảng cáo 'coin bẩn',https://znews.vn/tong-thong-argentina-vuong-be-boi-quang-cao-coin-ban-post1532227.html,"Từ bài đăng quảng bá của ông Javier Milei, đồng tiền số tăng hàng trăm lần rồi bị ""rút thảm"", mất gần hết thanh khoản.",https://photo.znews.vn/Uploaded/ygtmvd/2025_02_17/NXHPRGITTNFBPN6IPVP2CTBX6A.jpg,17:06 17/2/2025,Công nghệ
Hàn Quốc mạnh tay cấm DeepSeek,https://znews.vn/han-quoc-manh-tay-cam-deepseek-post1532159.html,"Ủy ban Bảo vệ thông tin cá nhân Hàn Quốc đã gỡ bỏ DeepSeek trên App Store, Google Play và một số kho ứng dụng khác trong nước do lo ngại về cách công ty Trung Quốc xử lý dữ liệu người dùng.",https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_17/tai_xuong_2025_02_17T151301.430.jpeg,16:21 17/2/2025,Công nghệ
"Chiếc Nokia 'độc nhất vô nhị', chạy iOS",https://znews.vn/day-la-smartphone-nokia-chay-ios-post1532139.html,Một người dùng đã tạo ra smartphone Nokia chạy iOS bằng cách thay linh kiện từ mẫu iPhone SE thế hệ 3.,https://photo.znews.vn/Uploaded/yqdlcqrwq/2025_02_17/05917022025.jpg,15:29 17/2/2025,Mobile
DeepSeek bắt đầu có 'vai vế' ở Trung Quốc,https://znews.vn/deepseek-bat-dau-co-vai-ve-o-trung-quoc-post1532121.html,"Weixin (WeChat), ứng dụng nhắn tin lớn nhất Trung Quốc đang cho phép một số người dùng tìm kiếm thông qua mô hình trí tuệ nhân tạo của DeepSeek.",https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_17/tai_xuong_2025_02_17T114045.422.jpeg,14:37 17/2/2025,Công nghệ
Thấy gì từ vụ bị lừa 1 tỷ khi đặt phòng qua fanpage giả,https://znews.vn/thay-gi-tu-vu-bi-lua-1-ty-khi-dat-phong-qua-fanpage-gia-post1532112.html,"Qua vụ việc du khách bị lừa hơn 1 tỷ đồng khi đặt phòng qua fanpage giả, chuyên gia khuyến cáo người dân không nên chỉ xem thông tin và ‘chốt đơn’ qua mạng xã hội; cần dùng nhiều kênh để kiểm tra uy tín đơn vị cung cấp.",https://photo.znews.vn/Uploaded/sfrsm/2025_02_17/lua_dat_phong_vietnamnet_2.jpg,11:22 17/2/2025,Công nghệ
Cơ hội lớn cho chiếc iPhone sắp ra mắt,https://znews.vn/co-hoi-lon-cho-chiec-iphone-sap-ra-mat-post1531793.html,"iPhone SE 4 được đồn đoán sẽ trở thành dòng iPhone ""dễ tiếp cận"" được ưa chuộng nhất từ trước đến nay.",https://photo.znews.vn/Uploaded/ivpbciv2/2025_02_15/tai_xuong_2025_02_15T231631.193.jpeg,10:52 17/2/2025,Công nghệ
Quá khứ ít người biết của YouTube,https://znews.vn/qua-khu-it-nguoi-biet-cua-youtube-post1531710.html,"Với xuất phát điểm là website hẹn hò nhưng thất bại, hiện tại YouTube đã tròn 20 năm tuổi và trở thành nền tảng video lớn nhất thế giới.",https://photo.znews.vn/Uploaded/spluaaa/2025_02_15/unnamed_file_from_npr.brightspotcdn.com.jpg_1_.jpg,08:00 17/2/2025,Internet
Văn hóa sáng tạo của Apple,https://znews.vn/sach-den-apple-hoc-ve-sang-tao-post1370451.html,"Cuốn sách ""Đến Apple học về sáng tạo"" kể lại hành trình 15 năm làm việc của kỹ sư phần mềm Ken Kocienda, thể hiện văn hóa đặc trưng của Táo khuyết dưới thời Steve Jobs.",https://photo.znews.vn/Uploaded/yqdlcqrwq/2022_10_31/00101112022.jpg,09:15 6/11/2022,Công nghệ
AI có đang cướp mất công việc của chúng ta,https://znews.vn/ai-co-dang-cuop-mat-cong-viec-cua-chung-ta-post1372396.html,Giáo sư Fujimoto cho rằng con người không những không bị AI thay thế mà còn có thể tận dụng AI như một công cụ hữu ích và sinh ra lợi nhuận.,https://photo.znews.vn/Uploaded/natmts/2022_11_06/What_Is_The_Importance_Of_Artifi.jpg,06:23 6/11/2022,Xuất bản
Quy định sử dụng điện thoại ở tuyển Việt Nam của HLV Park Hang-seo,https://znews.vn/quy-dinh-su-dung-dien-thoai-o-tuyen-viet-nam-cua-hlv-park-hang-seo-post1371780.html,"Trong quá trình huấn luyện, ông Park Hang-seo yêu cầu các cầu thủ không sử dụng điện thoại trong bữa ăn, tăng giao lưu, trò chuyện để thân thiết  với nhau hơn.",https://photo.znews.vn/Uploaded/dqmblcvo/2022_11_03/dien_thoai_u22_viet_nam_10.jpg,09:00 4/11/2022,Thế giới sách
